track_name,artist,genre,release_year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_ms,popularity
Dance Free Home,Alicia Keys,r&b,1997,0.7785,0.573,0.8104,0.0418,0.0,0.0725,106.0,-10.0,202756,64
Fire Stay,Billie Eilish,pop,1995,0.7779,0.5731,0.7007,0.4053,0.0083,0.0777,152.4,-2.8,177016,46
Echo Shine Night,Taylor Swift,pop,2019,0.8637,0.7815,0.4038,0.2358,0.0,0.105,161.2,-3.6,120866,50
Lost Love Heart,Summer Walker,r&b,2012,0.5665,0.6446,0.3947,0.1924,0.0539,0.0309,88.1,-11.7,208849,47
Electric Heart,Kendrick Lamar,hip-hop,2021,0.6217,0.4965,0.6103,0.1924,0.0207,0.2791,89.3,-1.7,154989,68
Rise Sunset Love,Daddy Yankee,latin,2011,0.7216,0.6549,0.3112,0.2436,0.0,0.1565,99.5,-5.1,198199,56
Pulse,Shakira,latin,1998,0.697,0.7402,0.881,0.2162,0.0249,0.0811,85.2,-4.4,224622,57
Neon Fall,Chet Baker,jazz,2020,0.535,0.2131,0.5289,0.6245,0.0,0.0187,65.2,-15.2,184048,59
Stay Shadow Break,Ozuna,latin,1996,0.8147,0.5679,0.3744,0.1449,0.0211,0.08,126.5,-3.7,156729,48
Sunset,Lil Nas X,hip-hop,1998,0.5546,0.8312,0.7971,0.0518,0.0077,0.1886,93.8,-6.9,358775,58
Gone,Rosalía,latin,2002,0.7658,0.7544,0.7253,0.2063,0.0187,0.0611,149.9,-4.5,158946,39
Crystal,Imagine Dragons,rock,1992,0.5905,0.8918,0.5263,0.1331,0.0303,0.009,142.8,-5.4,239293,45
Crystal Echo,Post Malone,hip-hop,2024,0.8145,0.4114,0.6257,0.3155,0.0001,0.3624,93.4,-5.7,149730,69
Glow Crystal High,Morgan Wallen,country,2022,0.6131,0.3525,0.2784,0.4867,0.0,0.0722,125.8,-6.1,168583,56
Stars Found,Travis Scott,hip-hop,2010,0.8018,0.8227,0.5676,0.0,0.0304,0.2455,151.1,-5.5,215432,80
Midnight Storm Break,Miranda Lambert,country,2020,0.6204,0.6918,0.2858,0.8529,0.0,0.0437,156.8,-9.0,285063,59
Pulse Wild Away,Miles Davis,jazz,2023,0.5187,0.3347,0.4942,0.7777,0.5935,0.0478,149.0,-8.8,151661,44
Fever Found,Norah Jones,jazz,2021,0.7427,0.2976,0.6992,0.5593,0.0957,0.0777,129.1,-13.1,168967,45
Silver Neon,The Strokes,indie,2024,0.5123,0.5255,0.0,0.3938,0.0,0.1081,92.6,-4.1,219216,33
Neon,Drake,hip-hop,2004,0.7615,0.5437,0.418,0.1278,0.0142,0.3227,123.2,-6.9,235413,62
Dance Shine,Tyler the Creator,hip-hop,2021,0.7898,0.6159,0.4712,0.1728,0.0,0.085,116.8,-3.8,230407,61
Crystal,Chris Brown,r&b,1995,0.6023,0.6312,0.3569,0.7385,0.0326,0.1056,108.0,-9.6,244920,27
Stay Found Blue,Cardi B,hip-hop,2010,0.6714,0.6924,0.4131,0.0506,0.0022,0.2989,92.5,-5.9,264699,56
Fall,Frank Ocean,r&b,2022,0.7145,0.5918,0.1562,0.3685,0.0,0.0351,108.8,-2.9,232148,41
Dreams Rain,Rosalía,latin,2021,0.7718,0.8755,0.278,0.283,0.0247,0.2196,165.5,-9.4,272165,61
Away Dreams Sunset,Luis Fonsi,latin,2008,0.8073,0.6952,0.7093,0.0899,0.0371,0.0904,98.2,-5.1,193169,56
Lost Neon Wild,Travis Scott,hip-hop,2022,0.7192,0.6947,0.7018,0.165,0.0352,0.2352,130.8,-6.1,158293,84
Shadow,Billie Eilish,pop,2017,0.4723,0.5424,0.3667,0.0848,0.0302,0.0759,97.5,-6.1,179072,37
Dreams Shadow Fire,Cardi B,hip-hop,2020,0.6863,0.6161,0.5922,0.1241,0.0142,0.318,108.6,-4.1,185556,70
High,Adele,pop,2010,0.5896,0.8027,0.7202,0.0227,0.0,0.0013,116.4,-6.7,230911,85
Fire Rise,Sufjan Stevens,indie,2023,0.6376,0.4362,0.3711,0.6246,0.0521,0.023,132.8,-3.3,224757,54
Lost Silver,Kanye West,hip-hop,2004,0.7,0.8997,0.2081,0.1513,0.0269,0.3035,108.0,-4.1,210191,77
Blue Shine,Ed Sheeran,pop,2003,0.5612,0.7908,0.4141,0.2334,0.0252,0.1723,109.0,-4.0,157606,54
Rush,Ed Sheeran,pop,2008,0.7266,0.8333,0.9111,0.3771,0.0371,0.1494,109.6,-9.5,231678,50
Dreams,Khalid,r&b,2004,0.666,0.5835,0.2804,0.2563,0.0,0.1548,95.0,-7.2,189599,62
Night,Summer Walker,r&b,1995,0.6208,0.4439,0.256,0.2867,0.054,0.1051,104.0,-5.0,187852,43
Rush,Kanye West,hip-hop,1998,0.6017,0.6101,0.4814,0.1889,0.0182,0.1386,69.6,-6.0,204176,39
Crystal,The Weeknd,pop,2009,0.8999,0.8778,0.3356,0.2984,0.0,0.043,87.0,-8.4,217423,71
Rise,J. Cole,hip-hop,2023,0.7496,0.4234,0.2328,0.0662,0.0188,0.4126,95.7,-7.9,217638,64
Wild Rise,Lil Nas X,hip-hop,2015,0.6533,0.6613,0.2065,0.0252,0.0274,0.3252,99.3,-7.2,141444,64
Dreams Heart Neon,Rauw Alejandro,latin,2007,0.7507,0.8476,0.6662,0.0,0.0,0.0471,118.1,-4.6,291683,50
Wild,Summer Walker,r&b,2017,0.7123,0.6735,0.715,0.0344,0.0319,0.0749,147.2,-1.4,262615,60
Rise,Tyler the Creator,hip-hop,1998,0.7967,0.5623,0.4895,0.0,0.0,0.1774,107.7,-4.2,236438,60
Light Electric Home,Coldplay,rock,2021,0.7038,0.725,0.3894,0.2075,0.1251,0.1137,92.1,-4.8,170893,73
Shadow Dance Waves,Yuja Wang,classical,1995,0.37,0.1078,0.0897,1.0,0.902,0.0537,83.7,-17.1,174851,19
Red,Martin Garrix,electronic,2003,0.7489,0.7508,0.1737,0.0306,0.7912,0.0199,113.8,-9.5,191617,54
Waves Blue,Ozuna,latin,2017,0.9187,0.8805,0.4728,0.2497,0.06,0.0237,114.7,-6.3,217428,86
Crystal Echo Dance,Dua Lipa,pop,2013,0.6816,0.4335,0.6624,0.1887,0.0344,0.0215,113.2,-2.9,175703,53
Rush,Kygo,electronic,2002,0.6109,0.7737,0.473,0.1141,0.0597,0.1034,135.2,-5.8,120000,79
Stay Dreams Gold,The Weeknd,pop,2001,0.5137,0.4983,0.99,0.0,0.0169,0.1057,77.2,-6.5,269795,67
High,Avicii,electronic,2008,0.8566,0.5968,0.0591,0.0143,0.3839,0.0767,129.1,-5.1,195565,41
Free Stars,André Rieu,classical,2010,0.3176,0.3949,0.6772,0.8297,1.0,0.0753,158.2,-16.3,231699,47
Crystal Lost,Kanye West,hip-hop,2016,0.571,0.6582,0.3803,0.15,0.0093,0.1274,158.3,-6.8,213598,79
Echo Heart,Olivia Rodrigo,pop,2008,0.7714,0.6904,0.6877,0.3256,0.0,0.1047,106.8,-5.7,194511,62
Night,Taylor Swift,pop,2013,0.7564,0.5764,0.6819,0.0,0.0076,0.1027,133.7,-7.7,168367,77
Lost Glow,Tyler the Creator,hip-hop,2015,0.906,0.5614,0.3747,0.2519,0.0331,0.2487,131.0,-7.7,253103,56
Fire,Ed Sheeran,pop,2017,0.5927,0.7521,0.5841,0.2834,0.1005,0.0315,77.5,-12.1,251467,59
Rain Neon Sunset,Taylor Swift,pop,2007,0.7956,0.6593,0.6209,0.2077,0.0372,0.105,112.7,-2.4,232912,76
Rush,Carrie Underwood,country,2018,0.483,0.5948,0.7003,0.9581,0.0071,0.0898,112.2,-4.6,172332,59
Fire,Tiësto,electronic,2006,0.7054,0.6885,0.1713,0.0475,0.5005,0.0526,128.4,-6.0,195723,55
Home Shadow Love,Red Hot Chili Peppers,rock,1993,0.7154,0.8995,0.6114,0.215,0.0,0.0761,143.5,-9.9,222600,55
Blue Rise Waves,Phoebe Bridgers,indie,2018,0.6184,0.6081,0.3894,0.2444,0.0,0.0,96.1,-10.9,278142,55
Break,Harry Styles,pop,1993,0.5675,0.8433,0.9001,0.0199,0.0201,0.0739,102.2,-2.0,220206,56
Midnight Light,Itzhak Perlman,classical,1999,0.4478,0.2036,0.0,0.8609,0.8079,0.0656,75.3,-15.4,259843,17
Rush Dreams Gold,Tyler the Creator,hip-hop,2014,0.8627,0.6387,0.7189,0.0254,0.0,0.3665,120.7,-8.8,232443,61
Heart,Mitski,indie,2020,0.566,0.4755,0.4712,0.4055,0.227,0.0818,83.1,-7.0,188462,36
Waves Stay,Summer Walker,r&b,1992,0.7516,0.6384,0.249,0.5568,0.0204,0.0,141.1,-2.9,263966,17
Away Found Shine,John Coltrane,jazz,1991,0.4388,0.2273,0.3877,0.6375,0.4968,0.0152,135.1,-8.2,232640,42
Gone,Murray Perahia,classical,2014,0.2707,0.239,0.2417,0.744,1.0,0.049,126.3,-14.8,189233,30
Night,Pearl Jam,rock,1995,0.4776,0.8522,0.5495,0.2208,0.0042,0.0525,124.1,-4.0,232651,45
Sunset Light,Lang Lang,classical,2015,0.4041,0.4021,0.5092,0.8084,0.9369,0.0654,92.8,-23.0,151002,22
Glow Wild Heart,Tyler the Creator,hip-hop,1997,0.6097,0.5764,0.696,0.1068,0.009,0.369,78.3,-3.2,190940,48
Rise,Megan Thee Stallion,hip-hop,2024,0.7782,0.506,0.9882,0.2803,0.0184,0.2699,134.8,-10.1,167365,78
Gone,Kendrick Lamar,hip-hop,2016,0.5305,0.5954,0.4748,0.0,0.0,0.11,104.2,-7.5,129922,67
Home Blue,Martin Garrix,electronic,2014,0.767,1.0,0.652,0.0279,0.0,0.0386,125.6,-8.6,171777,85
Rain,Adele,pop,2007,0.6731,0.7662,0.4856,0.4034,0.0234,0.105,115.7,-5.6,162307,82
Stay Light Dreams,Summer Walker,r&b,1990,0.6896,0.8155,0.7453,0.1211,0.0,0.0,115.2,-9.0,198422,51
Dreams Stay,Kygo,electronic,1992,0.5327,0.9772,0.158,0.106,0.0,0.1131,118.3,-0.4,175989,37
Wild,Kane Brown,country,1993,0.7288,0.6026,0.541,0.3736,0.0133,0.0478,139.4,-9.3,144218,41
Rush Dreams Stay,Miles Davis,jazz,2004,0.6487,0.7004,0.5428,0.5874,0.3213,0.0362,128.2,-13.9,201314,65
Rain,Cardi B,hip-hop,1997,0.7062,0.7791,0.5043,0.0618,0.0,0.0588,125.4,-6.7,293504,75
Electric,Kanye West,hip-hop,2008,0.8376,0.6486,0.5284,0.0474,0.0237,0.1373,92.8,-6.3,239416,49
Home Stay,Green Day,rock,2015,0.2871,0.6856,0.5952,0.0959,0.0823,0.0185,127.5,-4.8,223461,47
High,Green Day,rock,1999,0.4543,0.8183,0.1844,0.0987,0.0754,0.0419,147.3,-5.6,186899,44
Found,Ed Sheeran,pop,2003,0.6561,0.6877,0.4922,0.3721,0.0,0.1297,118.1,-6.4,219171,43
Stay Gone,Megan Thee Stallion,hip-hop,2008,0.9756,0.7868,0.518,0.1269,0.0,0.1955,101.0,-5.2,150761,73
Love Night,Muse,rock,2019,0.7433,0.8855,0.5614,0.0482,0.0308,0.0697,130.7,-2.8,258646,60
Rain Gone Pulse,Max Richter,classical,1994,0.3466,0.2293,0.4076,0.9331,0.948,0.0535,117.3,-11.2,267935,23
Midnight,Frank Ocean,r&b,2020,0.5371,0.8615,0.6201,0.4775,0.0585,0.1524,74.4,-11.1,164936,56
Shine Glow Gold,J. Cole,hip-hop,1996,0.6285,0.9926,0.3244,0.2293,0.0,0.1364,99.6,-6.8,208231,65
Rush Love,Chris Brown,r&b,2008,0.8235,0.5307,0.0,0.6568,0.0345,0.059,136.0,-8.8,202270,49
Rush Red,Dua Lipa,pop,2020,0.6759,0.6473,0.4242,0.0,0.0361,0.0864,124.8,-4.5,272433,59
Wild Night,Tyler the Creator,hip-hop,2013,0.84,0.6998,0.5702,0.0139,0.0178,0.0603,132.0,-6.1,219207,71
Fever Dance Red,H.E.R.,r&b,2023,0.6274,0.4099,0.5509,0.4802,0.0168,0.0104,84.1,-5.1,232754,61
Rain Stay,Deadmau5,electronic,2012,0.7616,0.653,0.6046,0.0778,0.4765,0.0052,108.1,-5.7,232771,90
Storm Wild,Travis Scott,hip-hop,1995,0.71,0.9555,0.4912,0.0,0.0216,0.1875,89.4,-5.5,257071,57
Pulse Home Rise,Yuja Wang,classical,2016,0.1866,0.4585,0.3294,0.9153,1.0,0.051,112.5,-17.2,153211,37
Love Fever,Fleet Foxes,indie,2000,0.7687,0.6235,0.2302,0.3246,0.0,0.051,117.6,-7.3,292870,41
Rain Gold Sunset,Khalid,r&b,1994,0.8374,0.545,0.4572,0.2719,0.0,0.2173,132.6,-8.7,123428,58
Dreams Crystal Rush,Alicia Keys,r&b,2006,0.3983,0.6156,0.5464,0.0657,0.0619,0.0478,154.6,-3.7,255480,42
Gold Dance,Usher,r&b,1996,0.6168,0.3519,0.4116,0.3535,0.0356,0.0808,96.4,-7.8,191032,55
Away Home,The Killers,rock,2016,0.4559,0.7986,0.3752,0.2194,0.0107,0.0799,132.0,-4.6,162429,64
Light Rush Storm,Megan Thee Stallion,hip-hop,2004,0.8645,0.2708,0.6075,0.2094,0.0,0.0933,92.9,-4.7,191390,54
Fever,Justin Bieber,pop,2002,0.5221,0.6078,0.5465,0.4449,0.0005,0.0,99.2,-7.8,232788,61
Fall Lost Gold,Deadmau5,electronic,2000,0.6613,0.8584,0.3948,0.0,0.135,0.094,127.3,-5.9,202407,59
Midnight,Zedd,electronic,2015,0.6184,0.7623,0.2041,0.0731,0.4326,0.0981,123.7,-8.6,176929,78
Fall,Coldplay,rock,2011,0.3336,0.9161,0.5583,0.1306,0.0,0.0557,130.0,-4.6,191447,56
Echo,Max Richter,classical,2017,0.3318,0.2706,0.338,0.8465,0.8695,0.0252,60.0,-9.0,188792,32
High,Vampire Weekend,indie,2013,0.5334,0.4593,0.7978,0.0771,0.1146,0.037,102.8,-8.9,129623,60
Gone Storm,Bad Bunny,latin,2018,0.8413,0.6168,0.6619,0.0,0.0363,0.1861,130.8,-4.3,264102,68
Night Dance,Marshmello,electronic,1998,0.448,0.7196,0.7603,0.0574,0.1818,0.0903,104.2,-6.9,146668,48
Love,Kamasi Washington,jazz,1993,0.4267,0.5034,0.1537,0.7714,0.3266,0.0579,147.4,-10.2,211815,31
Light Gold,Taylor Swift,pop,2007,0.6726,0.5563,0.595,0.0,0.0,0.0711,96.7,-5.9,141903,82
Dreams,Chris Stapleton,country,2005,0.4482,0.725,0.293,0.7932,0.0,0.0103,85.7,-8.0,229618,34
Fire Electric,Olivia Rodrigo,pop,2022,0.5362,0.7676,0.5327,0.2121,0.0335,0.0031,120.3,-6.1,168677,70
Found,Zach Bryan,country,2018,0.4806,0.7907,0.2923,0.0,0.0192,0.0185,109.4,-6.4,192605,67
Light,Foo Fighters,rock,1999,0.4329,0.9203,0.3902,0.2513,0.0,0.0822,104.9,-3.8,217757,38
Found Blue Light,The Strokes,indie,1998,0.4603,0.4907,0.346,0.4445,0.2662,0.0351,135.3,-5.2,198637,15
Sunset Neon,Sufjan Stevens,indie,2020,0.3528,0.6827,0.0432,0.0,0.1562,0.1098,103.1,-6.9,281457,65
Shadow Echo Midnight,Adele,pop,2017,0.4826,0.8466,0.8296,0.1766,0.0,0.108,125.3,-9.8,274053,57
Blue,David Guetta,electronic,1992,0.8419,0.6841,0.4096,0.0269,0.67,0.0819,123.9,-6.2,195341,56
Fire Rain,Lang Lang,classical,2003,0.3921,0.2354,0.4249,0.9051,0.7335,0.0373,99.2,-15.6,226712,31
Home Fall,Marshmello,electronic,2014,0.8484,0.7916,0.2906,0.0721,0.6596,0.025,153.7,-6.6,228339,74
Night Found Heart,Diana Krall,jazz,2004,0.5893,0.4598,0.4819,0.6289,0.2128,0.062,154.0,-12.9,213274,48
Dreams Shine Neon,Chris Brown,r&b,1991,0.6522,0.5458,0.2421,0.0909,0.0069,0.1525,141.2,-6.1,120000,61
Break,Lil Nas X,hip-hop,2013,0.7554,0.6087,0.5471,0.1936,0.0408,0.2211,147.2,-5.6,120000,48
Silver Rush Gold,Foo Fighters,rock,2003,0.3241,0.758,0.3205,0.0,0.0,0.01,137.0,-5.3,164047,39
Shine,Muse,rock,1996,0.3433,0.9402,0.2341,0.1166,0.0548,0.0805,109.5,-2.4,165482,44
Home Crystal Lost,Zach Bryan,country,2013,0.4155,0.4238,0.1765,0.279,0.0131,0.0369,132.5,-3.8,271217,38
Red Heart,Kendrick Lamar,hip-hop,2016,0.6374,0.5728,0.8311,0.0505,0.0,0.0649,130.8,-8.4,268225,66
Heart,Kygo,electronic,2019,0.9552,0.7865,0.8352,0.0453,0.2661,0.0881,129.7,-3.0,246849,86
Fever High Stay,Kygo,electronic,2016,0.7127,0.672,0.824,0.1288,0.5798,0.1461,113.0,-3.6,246515,45
Pulse,Alicia Keys,r&b,2004,0.4406,0.3025,0.4256,0.3235,0.0,0.084,144.6,-8.8,137549,36
Light Electric Stars,Esperanza Spalding,jazz,2015,0.2838,0.3093,0.3048,0.3566,0.4838,0.0737,103.0,-9.0,191399,34
Night,Murray Perahia,classical,1990,0.2682,0.1212,0.1278,0.9941,0.8692,0.0466,147.0,-15.9,181468,5
Low,J. Cole,hip-hop,1993,0.6529,0.418,0.8627,0.2939,0.0187,0.0944,120.9,-5.3,240538,45
Pulse,Herbie Hancock,jazz,2018,0.7048,0.0752,0.4054,0.7699,0.6215,0.1081,104.4,-15.4,288277,34
Dance Found Blue,Morgan Wallen,country,1990,0.5954,0.5409,0.8304,0.4615,0.0104,0.045,120.0,-9.6,257649,47
Dreams,Usher,r&b,2011,0.5838,0.5406,0.376,0.3207,0.0302,0.1755,103.8,-4.6,253275,49
Low,Itzhak Perlman,classical,2000,0.306,0.2095,0.3932,0.8898,0.9701,0.0647,60.0,-15.1,184589,30
Blue Gone,Red Hot Chili Peppers,rock,1999,0.4993,0.8406,0.2229,0.1281,0.0,0.0033,166.7,-6.3,238075,73
High Heart Low,Taylor Swift,pop,2006,0.6243,0.6232,0.3702,0.1258,0.011,0.0861,145.2,-9.6,290208,51
Neon,Diana Krall,jazz,2015,0.4787,0.6288,0.5588,0.2721,0.3988,0.0462,132.9,-13.3,220807,59
Light,Lil Nas X,hip-hop,2010,0.8659,0.6575,0.2113,0.2269,0.0395,0.1793,126.4,-7.7,212836,72
Low Rush,Esperanza Spalding,jazz,2002,0.4811,0.4154,0.8223,0.7557,0.3844,0.0296,102.9,-7.6,123052,46
Wild Sunset Fire,Sufjan Stevens,indie,1998,0.4455,0.29,0.4105,0.1648,0.1303,0.0276,77.2,-10.9,218385,47
Silver Blue Away,Olivia Rodrigo,pop,2000,0.5854,0.6018,0.6406,0.1738,0.0215,0.1502,99.7,-4.8,272543,54
Neon Low,Mac DeMarco,indie,2000,0.3919,0.4691,0.654,0.2514,0.0,0.0433,151.1,-6.9,251562,36
Rain Night,Kendrick Lamar,hip-hop,1995,0.8985,0.3648,0.3589,0.2515,0.0,0.0713,156.7,-6.0,231191,76
Glow Electric Rise,Tiësto,electronic,1990,0.912,0.6864,0.729,0.0108,0.1838,0.0133,125.7,-2.2,271884,65
Gold,Jhené Aiko,r&b,1995,0.8249,0.6413,0.4213,0.2605,0.0247,0.1631,76.0,-9.1,225753,65
Home,Sufjan Stevens,indie,2002,0.38,0.741,0.7176,0.1224,0.0,0.0082,162.7,-10.1,195998,58
Heart,Justin Bieber,pop,2011,0.8505,0.8934,0.5995,0.0785,0.0035,0.0366,155.4,-6.5,246539,82
Echo Storm Crystal,Deadmau5,electronic,2020,0.8041,0.9159,0.3962,0.0,0.5122,0.0145,119.7,-5.2,218133,73
Shine Gold,Shakira,latin,2011,0.7726,0.6957,0.8288,0.2563,0.0781,0.1268,113.1,-4.2,199579,88
Glow Stars,Ozuna,latin,2016,0.6967,0.5635,0.5825,0.4325,0.0094,0.0937,111.7,-4.3,228677,60
Fire Stars,Rauw Alejandro,latin,2003,0.7182,0.8339,0.5017,0.0368,0.0883,0.1468,110.5,-10.0,136216,68
Stay Found,Justin Bieber,pop,1994,0.8499,0.6899,0.4294,0.0529,0.0235,0.0452,120.8,-2.0,156624,51
Rain Fall Storm,Radiohead,rock,2021,0.683,0.6295,0.5245,0.1549,0.0,0.013,99.7,0.0,263078,64
Break Silver Rain,Cardi B,hip-hop,2023,0.499,0.5453,0.9159,0.1049,0.0,0.1856,117.2,-4.7,266789,38
Silver Storm Blue,Morgan Wallen,country,1996,0.5772,0.4138,0.2031,0.2747,0.0079,0.0358,114.7,-4.9,223095,43
Found,Pearl Jam,rock,1999,0.5052,0.6855,0.6175,0.3495,0.0817,0.0532,143.1,-8.0,146163,58
Glow,Foo Fighters,rock,2006,0.4776,0.7774,0.4558,0.1359,0.2409,0.0305,154.9,-3.9,220992,52
Crystal Shadow,Yuja Wang,classical,2019,0.3345,0.0176,0.1383,0.7649,1.0,0.0652,60.0,-13.6,200131,35
Rise,Adele,pop,2010,0.647,0.6147,0.6583,0.1812,0.0496,0.0859,120.2,-8.1,172379,64
Night Crystal,André Rieu,classical,2002,0.2228,0.241,0.4324,1.0,0.8231,0.0448,60.0,-12.5,222246,9
Stars Gone Low,Karol G,latin,1990,0.9171,0.5097,0.835,0.1438,0.0,0.0719,141.6,0.0,254864,67
Crystal,Kamasi Washington,jazz,1990,0.4032,0.7109,0.1845,0.8314,0.2966,0.0537,97.3,-8.0,234120,52
Low Away Electric,Muse,rock,2022,0.6152,0.6703,0.5965,0.2545,0.0848,0.0778,113.6,-1.3,289257,72
Silver,Ariana Grande,pop,2014,0.6782,0.6754,0.9742,0.5017,0.0238,0.0,129.2,-2.2,120000,71
Lost Found,Rosalía,latin,2015,0.7795,0.7072,0.5554,0.2983,0.0,0.0882,121.7,-7.1,194644,47
Rain Fall,Herbie Hancock,jazz,2002,0.0,0.4965,0.5894,0.6925,0.0233,0.0167,126.7,-9.8,165906,29
Gold Break,Karol G,latin,2017,0.697,0.7708,0.7673,0.0,0.0691,0.0174,138.8,-6.2,244584,75
Sunset Crystal Blue,The Weeknd,pop,2022,0.7229,0.6416,0.5853,0.2101,0.0282,0.053,116.9,-3.1,217674,59
Crystal,Zach Bryan,country,2019,0.4791,0.485,0.7471,0.3825,0.0224,0.0798,123.8,-6.6,285107,51
Glow,Carrie Underwood,country,1997,0.3685,0.6046,0.4958,0.4718,0.0341,0.0715,129.7,-8.4,186823,48
Echo Fall,Ozuna,latin,1990,0.6568,0.7167,0.6956,0.5155,0.0509,0.0,166.8,0.0,178528,36
Heart,Luke Bryan,country,2001,0.5525,0.358,0.6931,0.3384,0.0,0.0727,80.0,-10.4,218991,57
Away,Gregory Porter,jazz,1994,0.5608,0.4629,0.6851,0.7077,0.4414,0.0639,105.5,-4.8,229847,38
Found Dance,SZA,r&b,2013,0.8331,0.9229,0.2077,0.2562,0.0327,0.0,97.4,-5.9,187781,64
Low Gone,Harry Styles,pop,1995,0.5344,0.5988,0.4537,0.0,0.0086,0.1183,127.6,-10.1,152636,73
Fever,Skrillex,electronic,2014,0.5791,0.6559,0.3247,0.0,0.4466,0.0342,128.4,-5.6,216932,38
Home High,Dua Lipa,pop,1990,0.7247,0.7177,0.4469,0.3815,0.0116,0.1192,118.4,-4.3,244609,65
Rise Shadow,Megan Thee Stallion,hip-hop,2014,0.7835,0.4373,0.2903,0.1328,0.0309,0.2593,114.8,-4.5,232116,40
Break Dreams,Lil Nas X,hip-hop,1990,0.9315,0.5193,0.8473,0.0899,0.004,0.1151,122.0,-1.0,184604,57
Midnight Fall Storm,Ariana Grande,pop,2021,0.8079,0.7456,0.5046,0.1124,0.0444,0.0607,132.0,-2.8,214674,53
Lost Fall,Megan Thee Stallion,hip-hop,1992,0.7167,0.6684,0.4398,0.2607,0.0384,0.2862,133.9,-9.8,165864,60
Lost,Billie Eilish,pop,2008,0.5994,0.9025,0.3659,0.1351,0.0363,0.009,125.3,-1.4,280804,64
Free,Luke Bryan,country,2018,0.4768,0.5871,0.9063,0.5271,0.0,0.0138,80.8,-7.5,213486,60
Waves,Vampire Weekend,indie,1991,0.5509,0.6039,0.4618,0.0945,0.0644,0.1199,100.9,-9.7,252719,58
Light Electric,Harry Styles,pop,1998,0.605,0.5621,0.272,0.2302,0.026,0.0624,125.3,-10.5,193089,48
Lost,Lang Lang,classical,2006,0.2874,0.273,0.2633,1.0,0.9056,0.0551,60.0,-17.1,134980,13
Sunset Stay,Zedd,electronic,2006,0.6819,0.6413,0.6115,0.1975,0.1401,0.0896,118.3,-0.2,149706,49
Lost Rise,Imagine Dragons,rock,2001,0.4828,0.7823,0.5832,0.192,0.0757,0.0617,122.0,-4.8,274633,45
Glow Night Rise,Taylor Swift,pop,2009,0.7491,0.658,0.5682,0.2067,0.0905,0.0625,135.0,-11.0,152154,87
Low Neon,Avicii,electronic,1992,0.534,0.7645,0.1571,0.0398,0.0427,0.2039,138.8,-3.3,186334,41
Waves Fall Electric,Chris Stapleton,country,1993,0.375,0.4116,0.8319,0.2769,0.0121,0.0494,112.9,-7.7,215719,31
Fire Stay Crystal,Bad Bunny,latin,2006,0.9023,0.6602,0.9035,0.105,0.0059,0.1365,156.9,-3.2,221889,71
Blue,The Weeknd,pop,2004,0.701,0.771,0.1875,0.2009,0.0601,0.0152,113.9,-6.9,153091,65
Low,Adele,pop,2022,0.5132,0.7525,0.6526,0.0805,0.0,0.0404,132.7,-8.8,225135,65
Free,Post Malone,hip-hop,2005,0.6742,0.7032,0.4567,0.1128,0.0016,0.0453,126.4,-7.7,133172,46
Shadow Fever Home,Imagine Dragons,rock,2000,0.6403,1.0,0.4082,0.0079,0.0,0.0872,130.8,-5.0,169535,69
Crystal Rise,Foo Fighters,rock,2009,0.3073,0.8772,0.5985,0.2514,0.0279,0.0277,124.2,-3.1,144900,52
Midnight Free Wild,The Killers,rock,2013,0.685,0.9516,0.3038,0.1224,0.002,0.057,139.0,-6.2,187756,80
Night,Chris Stapleton,country,2005,0.4057,0.7521,0.5159,0.0694,0.0,0.0022,110.3,-9.1,141113,31
Night Gone Rush,Mac DeMarco,indie,2019,0.7152,0.4457,0.5607,0.598,0.3337,0.0489,77.3,-6.3,267751,55
Low Gold Home,Travis Scott,hip-hop,2023,0.7212,0.6468,0.5424,0.2212,0.0222,0.0296,108.4,-5.0,120000,75
Rain,Sufjan Stevens,indie,1990,0.5221,0.7477,0.4521,0.5983,0.3026,0.123,136.3,-3.4,256278,20
Love,Lil Nas X,hip-hop,2013,0.7733,0.5972,0.8148,0.2229,0.0005,0.1077,84.6,-7.2,175067,67
Found Glow Home,Avicii,electronic,2013,0.6922,0.7581,0.1303,0.0841,0.0,0.0383,112.8,-7.6,278070,59
Break Rain Dance,Arctic Monkeys,rock,1998,0.4331,0.8624,0.2404,0.0737,0.0259,0.094,153.7,-4.3,189450,41
High Night,Usher,r&b,2011,0.723,0.5258,0.4674,0.4736,0.0,0.0336,89.4,-4.7,189093,67
Glow Fall Echo,Itzhak Perlman,classical,2001,0.4418,0.163,0.4885,0.9886,0.9029,0.0291,109.1,-19.5,168464,38
Found Shadow Light,Khalid,r&b,2006,0.4653,0.4458,0.5278,0.5056,0.011,0.1489,136.8,-3.5,302412,25
Light Red Dance,Megan Thee Stallion,hip-hop,2014,0.7977,0.3708,0.7084,0.2188,0.0151,0.2099,80.2,-4.4,177821,47
High Wild,Usher,r&b,2017,0.4945,0.5755,0.5954,0.3567,0.0622,0.0408,105.8,-2.6,248916,44
Wild Shine Home,Billie Eilish,pop,2004,0.6107,0.6626,0.2127,0.0,0.0255,0.0532,115.5,-9.1,184194,53
Rain Break Low,Phoebe Bridgers,indie,2019,0.5578,0.3106,0.6156,0.3961,0.3554,0.1008,155.5,-10.1,236641,52
